"","neighborhood","dow","source","request_type","responsible_agency","request_details","count"
"535","Inner Sunset","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",2
"536","Inner Sunset","Sun","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"537","Inner Sunset","Sun","Open311","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"538","Inner Sunset","Sun","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",8
"539","Inner Sunset","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",5
"540","Inner Sunset","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",2
"541","Inner Sunset","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"542","Inner Sunset","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"543","Inner Sunset","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",4
"544","Inner Sunset","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",4
"545","Inner Sunset","Mon","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",8
"546","Inner Sunset","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",7
"547","Inner Sunset","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",3
"548","Inner Sunset","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"549","Inner Sunset","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",8
"550","Inner Sunset","Mon","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"551","Inner Sunset","Mon","Web Self Service","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"552","Inner Sunset","Tues","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",1
"553","Inner Sunset","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",7
"554","Inner Sunset","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",4
"555","Inner Sunset","Tues","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"556","Inner Sunset","Tues","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",5
"557","Inner Sunset","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",7
"558","Inner Sunset","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",5
"559","Inner Sunset","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"560","Inner Sunset","Tues","Web Self Service","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"561","Inner Sunset","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",4
"562","Inner Sunset","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",3
"563","Inner Sunset","Wed","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"564","Inner Sunset","Wed","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",9
"565","Inner Sunset","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",7
"566","Inner Sunset","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",6
"567","Inner Sunset","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",2
"568","Inner Sunset","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",3
"569","Inner Sunset","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",5
"570","Inner Sunset","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",4
"571","Inner Sunset","Thurs","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"572","Inner Sunset","Thurs","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",9
"573","Inner Sunset","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",6
"574","Inner Sunset","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",2
"575","Inner Sunset","Thurs","Voice In","Sidewalk_Cleaning","DPW BSM Queue","Sidewalk_Cleaning",1
"576","Inner Sunset","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"577","Inner Sunset","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",6
"578","Inner Sunset","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",2
"579","Inner Sunset","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",2
"580","Inner Sunset","Fri","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",5
"581","Inner Sunset","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",5
"582","Inner Sunset","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",5
"583","Inner Sunset","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"584","Inner Sunset","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",7
"585","Inner Sunset","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",2
"586","Inner Sunset","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",4
"587","Inner Sunset","Sat","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",12
"588","Inner Sunset","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",7
"589","Inner Sunset","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",2
"590","Inner Sunset","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",5
"591","Inner Sunset","Sat","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",2
"592","Marina","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",8
"593","Marina","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",2
"594","Marina","Sun","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"595","Marina","Sun","Open311","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"596","Marina","Sun","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",24
"597","Marina","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",10
"598","Marina","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",4
"599","Marina","Sun","Voice In","Sidewalk_Cleaning","DPW BSM Queue","Sidewalk_Cleaning",1
"600","Marina","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",3
"601","Marina","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",9
"602","Marina","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",4
"603","Marina","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",3
"604","Marina","Mon","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"605","Marina","Mon","Twitter","Illegal_Dumping","Recology_Abandoned","Furniture",1
"606","Marina","Mon","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",13
"607","Marina","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",9
"608","Marina","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",6
"609","Marina","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"610","Marina","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",6
"611","Marina","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",9
"612","Marina","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",1
"613","Marina","Tues","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",2
"614","Marina","Tues","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",12
"615","Marina","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",14
"616","Marina","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",7
"617","Marina","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"618","Marina","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",5
"619","Marina","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",7
"620","Marina","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",6
"621","Marina","Wed","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"622","Marina","Wed","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",7
"623","Marina","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",13
"624","Marina","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",4
"625","Marina","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",4
"626","Marina","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",5
"627","Marina","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",7
"628","Marina","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",2
"629","Marina","Thurs","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",10
"630","Marina","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",6
"631","Marina","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",5
"632","Marina","Thurs","Voice In","Sidewalk_Cleaning","DPW BSM Queue","Sidewalk_Cleaning",1
"633","Marina","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",5
"634","Marina","Thurs","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"635","Marina","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",3
"636","Marina","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",4
"637","Marina","Fri","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",2
"638","Marina","Fri","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",11
"639","Marina","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",5
"640","Marina","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",3
"641","Marina","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"642","Marina","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",3
"643","Marina","Fri","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",2
"644","Marina","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",5
"645","Marina","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",3
"646","Marina","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"647","Marina","Sat","Twitter","Illegal_Dumping","Recology_Abandoned","Furniture",1
"648","Marina","Sat","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",11
"649","Marina","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",7
"650","Marina","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",3
"651","Marina","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",3
"652","Marina","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",3
"653","Mission","Sun","Integrated Agency","Illegal_Dumping","Recology_Abandoned","Furniture",1
"654","Mission","Sun","Open311","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",3
"655","Mission","Sun","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",1
"656","Mission","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",15
"657","Mission","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",38
"658","Mission","Sun","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",8
"659","Mission","Sun","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",7
"660","Mission","Sun","Twitter","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",2
"661","Mission","Sun","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",71
"662","Mission","Sun","Voice In","Illegal_Dumping","DPW Ops Queue","Garbage",1
"663","Mission","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",33
"664","Mission","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",10
"665","Mission","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",7
"666","Mission","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",24
"667","Mission","Mon","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",1
"668","Mission","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",30
"669","Mission","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",57
"670","Mission","Mon","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",3
"671","Mission","Mon","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",15
"672","Mission","Mon","Open311","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",2
"673","Mission","Mon","Twitter","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",2
"674","Mission","Mon","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",44
"675","Mission","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",55
"676","Mission","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",42
"677","Mission","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",26
"678","Mission","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",52
"679","Mission","Mon","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"680","Mission","Tues","Integrated Agency","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",2
"681","Mission","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",15
"682","Mission","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",27
"683","Mission","Tues","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",4
"684","Mission","Tues","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",15
"685","Mission","Tues","Twitter","Illegal_Dumping","Recology_Abandoned","Furniture",1
"686","Mission","Tues","Twitter","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"687","Mission","Tues","Twitter","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",2
"688","Mission","Tues","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",28
"689","Mission","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",57
"690","Mission","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",40
"691","Mission","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",28
"692","Mission","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",48
"693","Mission","Tues","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",2
"694","Mission","Tues","Web Self Service","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"695","Mission","Wed","Open311","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",2
"696","Mission","Wed","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",1
"697","Mission","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",17
"698","Mission","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",49
"699","Mission","Wed","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",4
"700","Mission","Wed","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",15
"701","Mission","Wed","Open311","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"702","Mission","Wed","Twitter","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"703","Mission","Wed","Twitter","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"704","Mission","Wed","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",17
"705","Mission","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",48
"706","Mission","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",49
"707","Mission","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",19
"708","Mission","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",56
"709","Mission","Thurs","Integrated Agency","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"710","Mission","Thurs","Open311","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"711","Mission","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",15
"712","Mission","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",45
"713","Mission","Thurs","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",9
"714","Mission","Thurs","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",14
"715","Mission","Thurs","Twitter","Illegal_Dumping","Recology_Abandoned","Furniture",1
"716","Mission","Thurs","Twitter","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"717","Mission","Thurs","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",23
"718","Mission","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",41
"719","Mission","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",52
"720","Mission","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",22
"721","Mission","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",51
"722","Mission","Thurs","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",2
"723","Mission","Fri","Integrated Agency","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"724","Mission","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",12
"725","Mission","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",29
"726","Mission","Fri","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",5
"727","Mission","Fri","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",16
"728","Mission","Fri","Twitter","Illegal_Dumping","Recology_Abandoned","Garbage",1
"729","Mission","Fri","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",17
"730","Mission","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",30
"731","Mission","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",36
"732","Mission","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",14
"733","Mission","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",42
"734","Mission","Fri","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",3
"735","Mission","Sat","Integrated Agency","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"736","Mission","Sat","Open311","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",5
"737","Mission","Sat","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",2
"738","Mission","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",14
"739","Mission","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",24
"740","Mission","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",4
"741","Mission","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",10
"742","Mission","Sat","Twitter","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"743","Mission","Sat","Twitter","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",2
"744","Mission","Sat","Twitter","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"745","Mission","Sat","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",107
"746","Mission","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",37
"747","Mission","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",18
"748","Mission","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",14
"749","Mission","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",32
"750","Mission","Sat","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"751","Nob Hill","Sun","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",1
"752","Nob Hill","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",5
"753","Nob Hill","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",22
"754","Nob Hill","Sun","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",3
"755","Nob Hill","Sun","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",4
"756","Nob Hill","Sun","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",30
"757","Nob Hill","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",11
"758","Nob Hill","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",9
"759","Nob Hill","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"760","Nob Hill","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",8
"761","Nob Hill","Sun","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"762","Nob Hill","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",11
"763","Nob Hill","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",4
"764","Nob Hill","Mon","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",4
"765","Nob Hill","Mon","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",21
"766","Nob Hill","Mon","Voice In","Illegal_Dumping","DPW Ops Queue","Furniture",1
"767","Nob Hill","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",27
"768","Nob Hill","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",2
"769","Nob Hill","Mon","Voice In","Sidewalk_Cleaning","DPW BSM Queue","Sidewalk_Cleaning",1
"770","Nob Hill","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",3
"771","Nob Hill","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",10
"772","Nob Hill","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",14
"773","Nob Hill","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",24
"774","Nob Hill","Tues","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",3
"775","Nob Hill","Tues","Twitter","Illegal_Dumping","Recology_Abandoned","Furniture",1
"776","Nob Hill","Tues","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",16
"777","Nob Hill","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",13
"778","Nob Hill","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",18
"779","Nob Hill","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",6
"780","Nob Hill","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",13
"781","Nob Hill","Tues","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"782","Nob Hill","Wed","Integrated Agency","Illegal_Dumping","Recology_Abandoned","Furniture",1
"783","Nob Hill","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",5
"784","Nob Hill","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",15
"785","Nob Hill","Wed","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",3
"786","Nob Hill","Wed","Twitter","Illegal_Dumping","Recology_Abandoned","Furniture",1
"787","Nob Hill","Wed","Twitter","Illegal_Dumping","Recology_Abandoned","Garbage",1
"788","Nob Hill","Wed","Twitter","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"789","Nob Hill","Wed","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",21
"790","Nob Hill","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",12
"791","Nob Hill","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",17
"792","Nob Hill","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",2
"793","Nob Hill","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",14
"794","Nob Hill","Wed","Web Self Service","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",2
"795","Nob Hill","Thurs","Integrated Agency","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"796","Nob Hill","Thurs","Open311","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"797","Nob Hill","Thurs","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",1
"798","Nob Hill","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",2
"799","Nob Hill","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",6
"800","Nob Hill","Thurs","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",2
"801","Nob Hill","Thurs","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",20
"802","Nob Hill","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",12
"803","Nob Hill","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",9
"804","Nob Hill","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"805","Nob Hill","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",8
"806","Nob Hill","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",6
"807","Nob Hill","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",4
"808","Nob Hill","Fri","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"809","Nob Hill","Fri","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",4
"810","Nob Hill","Fri","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",35
"811","Nob Hill","Fri","Voice In","Illegal_Dumping","DPW Ops Queue","Garbage",1
"812","Nob Hill","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",14
"813","Nob Hill","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",10
"814","Nob Hill","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",5
