"tenured","profnumber","minority","age","beautyf2upper","beautyflowerdiv","beautyfupperdiv","beautym2upper","beautymlowerdiv","beautymupperdiv","btystdave","btystdf2u","btystdfl","btystdfu","btystdm2u","btystdml","btystdmu","class1","class2","class3","class4","class5","class6","class7","class8","class9","class10","class11","class12","class13","class14","class15","class16","class17","class18","class19","class20","class21","class22","class23","class24","class25","class26","class27","class28","class29","class30","courseevaluation","didevaluation","female","formal","fulldept","lower","multipleclass","nonenglish","onecredit","percentevaluating","profevaluation","students","tenuretrack","blkandwhite","btystdvariance","btystdavepos","btystdaveneg","fit_m1","fit_m2","fit_m3","resid_m1","resid_m2","resid_m3"
"1","32","0",47,3,1,4,3,2,3,-1.012306,-1.142179,-1.668032,-0.5770065,-1.131904,-0.9000649,-0.6546507,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.9,10,"0","0","1","0","0","0","0",71.42857,4.1,14,"1","0",0.7911476,0,-1.01231,4.09209104978141,4.0948208998209,0.627262416824819,0.00790895021858784,0.00517910017909973,0.965805672251085
"1","32","0",47,3,1,4,3,2,3,-1.012306,-1.142179,-1.668032,-0.5770065,-1.131904,-0.9000649,-0.6546507,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2.8,10,"0","0","1","0","1","0","0",83.33334,3.2,12,"1","0",0.7911476,0,-1.01231,3.08876951008007,3.09070900776475,0.711102420265699,0.111230489919932,0.109290992235248,0.825758812906816
"1","33","0",39,6,5,6,5,6,5,0.4883314,0.2893519,0.4580018,0.3915404,0.0771755,1.450104,0.2638144,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.7,154,"0","0","1","1","0","0","0",48.73418,3.9,316,"1","0",1.194346,0.488331,0,3.93818920104543,3.93997198732131,0.477028560836234,-0.0381892010454274,-0.0399719873213122,1.21669956350723
"1","33","0",39,6,5,6,5,6,5,0.4883314,0.2893519,0.4580018,0.3915404,0.0771755,1.450104,0.2638144,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.6,12,"0","0","1","0","0","0","0",80,4.9,15,"1","0",1.194346,0.488331,0,4.75908864261925,4.7615180808218,0.413880277015902,0.140911357380746,0.138481919178204,1.32829103206419
"1","33","0",39,6,5,6,5,6,5,0.4883314,0.2893519,0.4580018,0.3915404,0.0771755,1.450104,0.2638144,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.2,14,"0","0","1","0","0","0","0",93.33334,4.7,15,"1","0",1.194346,0.488331,0,4.39424444636422,4.39638648371047,0.454361499821362,0.305755553635779,0.30361351628953,1.25607495211916
"1","33","0",39,6,5,6,5,6,5,0.4883314,0.2893519,0.4580018,0.3915404,0.0771755,1.450104,0.2638144,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.4,27,"0","0","1","0","1","0","0",93.10345,4.4,29,"1","0",1.194346,0.488331,0,4.57666654449174,4.57895228226613,0.413592013340059,-0.176666544491737,-0.178952282266133,1.32881546204174
"0","34","1",47,6,2,6,4,3,5,-0.1719505,0.2893519,-1.136523,0.3915404,-0.5273642,-0.3125226,0.2638144,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.8,8,"1","0","1","0","0","0","0",100,4,8,"1","0",1.796693,0,-0.171951,3.98013317153187,3.99191611026281,0.421866921278701,0.0198668284681345,0.00808388973719421,-1.04685356837399
"0","34","1",47,6,2,6,4,3,5,-0.1719505,0.2893519,-1.136523,0.3915404,-0.5273642,-0.3125226,0.2638144,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",4.1,16,"1","0","1","1","1","0","1",100,4.4,16,"1","0",1.796693,0,-0.171951,4.25376631872314,4.2657648080963,0.404558195427878,0.146233681276859,0.1342351919037,-1.01828445955136
"0","34","1",47,6,2,6,4,3,5,-0.1719505,0.2893519,-1.136523,0.3915404,-0.5273642,-0.3125226,0.2638144,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",3.7,24,"1","0","1","1","1","0","0",92.30769,3.9,26,"1","0",1.796693,0,-0.171951,3.88892212246811,3.90063321098497,0.429388371851613,0.0110778775318927,-0.000633210984974486,-1.05928887618197
"0","34","1",47,6,2,6,4,3,5,-0.1719505,0.2893519,-1.136523,0.3915404,-0.5273642,-0.3125226,0.2638144,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.1,7,"1","0","1","0","0","0","0",70,4.4,10,"1","0",1.796693,0,-0.171951,4.25376631872314,4.2657648080963,0.404558195427878,0.146233681276859,0.1342351919037,-1.01828445955136
"0","34","1",47,6,2,6,4,3,5,-0.1719505,0.2893519,-1.136523,0.3915404,-0.5273642,-0.3125226,0.2638144,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",3,25,"1","0","1","1","1","0","0",96.15385,3,26,"1","0",1.796693,0,-0.171951,3.2504447790218,3.26165291604015,0.472330280297409,-0.250444779021797,-0.261652916040154,-1.13073845063148
"0","34","1",47,6,2,6,4,3,5,-0.1719505,0.2893519,-1.136523,0.3915404,-0.5273642,-0.3125226,0.2638144,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",3.2,24,"1","0","1","1","1","0","0",92.30769,3.5,26,"1","0",1.796693,0,-0.171951,3.43286687714931,3.44421871459582,0.47262648745095,0.0671331228506857,0.0557812854041835,-1.13123492610704
"0","34","1",47,6,2,6,4,3,5,-0.1719505,0.2893519,-1.136523,0.3915404,-0.5273642,-0.3125226,0.2638144,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",2.8,24,"1","0","1","1","1","0","0",92.30769,2.8,26,"1","0",1.796693,0,-0.171951,3.06802268089428,3.07908711748449,0.487688050837558,-0.26802268089428,-0.27908711748449,-1.15656522839641
"0","34","1",47,6,2,6,4,3,5,-0.1719505,0.2893519,-1.136523,0.3915404,-0.5273642,-0.3125226,0.2638144,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",4.7,20,"1","0","1","1","1","0","1",95.2381,4.6,21,"1","0",1.796693,0,-0.171951,4.80103261310569,4.81346220376329,0.341921884545309,-0.201032613105694,-0.21346220376329,-0.91480231548305
"0","34","1",47,6,2,6,4,3,5,-0.1719505,0.2893519,-1.136523,0.3915404,-0.5273642,-0.3125226,0.2638144,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",4.2,12,"1","0","1","1","1","0","0",100,4.3,12,"1","0",1.796693,0,-0.171951,4.3449773677869,4.35704770737413,0.387201632218622,-0.0449773677869008,-0.0570477073741325,-0.989665927574998
"0","34","1",47,6,2,6,4,3,5,-0.1719505,0.2893519,-1.136523,0.3915404,-0.5273642,-0.3125226,0.2638144,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",3.2,25,"1","0","1","1","1","0","0",92.59259,3.4,27,"1","0",1.796693,0,-0.171951,3.43286687714931,3.44421871459582,0.46741842861132,-0.0328668771493144,-0.0442187145958166,-1.12251432723493
"0","34","1",47,6,2,6,4,3,5,-0.1719505,0.2893519,-1.136523,0.3915404,-0.5273642,-0.3125226,0.2638144,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",3.1,26,"1","0","1","1","1","0","0",96.2963,3,27,"1","0",1.796693,0,-0.171951,3.34165582808556,3.35293581531799,0.45947240379868,-0.341655828085556,-0.352935815317985,-1.10924261224002
"0","34","1",47,6,2,6,4,3,5,-0.1719505,0.2893519,-1.136523,0.3915404,-0.5273642,-0.3125226,0.2638144,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",4,24,"1","0","1","1","1","0","0",96,4.2,25,"1","0",1.796693,0,-0.171951,4.16255526965938,4.17448190881847,0.4069354950628,0.0374447303406171,0.0255180911815316,-1.02220556504364
"1","35","0",54,4,1,2,4,1,2,-1.167907,-0.6650018,-1.668032,-1.545553,-0.5273642,-1.487607,-1.113883,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",4.2,10,"0","1","1","0","1","0","0",66.66666,4.1,15,"1","0",1.161077,0,-1.16791,4.34273775955075,4.34441732235533,0.722158606961454,-0.242737759550746,-0.244417322355329,0.80685870756024
"1","35","0",54,4,1,2,4,1,2,-1.167907,-0.6650018,-1.668032,-1.545553,-0.5273642,-1.487607,-1.113883,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.3,16,"0","1","1","0","1","0","0",94.11765,4.6,17,"1","0",1.161077,0,-1.16791,4.4339488086145,4.43570022163316,0.732639834436162,0.166051191385496,0.16429977836684,0.788797890534583
"1","36","1",44,8,6,8,5,5,7,0.9525534,1.243706,0.9895102,1.360087,0.0771755,0.8625621,1.182279,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",3.3,35,"1","0","1","0","1","0","0",72.91666,3.5,48,"1","0",1.079378,0.952553,0,3.53240710272122,3.55122165850536,0.397948818889682,-0.0324071027212165,-0.0512216585053582,1.35752118047669
"1","36","1",44,8,6,8,5,5,7,0.9525534,1.243706,0.9895102,1.360087,0.0771755,0.8625621,1.182279,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.1,21,"1","0","1","0","0","0","0",100,4,21,"1","0",1.079378,0.952553,0,4.26209549523128,4.28148485272801,0.326759307834647,-0.262095495231285,-0.281484852728011,1.49568141044744
"1","36","1",44,8,6,8,5,5,7,0.9525534,1.243706,0.9895102,1.360087,0.0771755,0.8625621,1.182279,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.7,35,"1","0","1","0","0","0","0",89.74359,4,39,"1","0",1.079378,0.952553,0,3.89725129897625,3.91635325561668,0.373745884885581,0.102748701023749,0.0836467443833158,1.40298194192045
"1","37","1",47,2,2,2,4,2,2,-1.140457,-1.619356,-1.136523,-1.545553,-0.5273642,-0.9000649,-1.113883,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",3.3,9,"0","0","1","0","1","0","0",64.28571,3.3,14,"1","0",0.8278397,0,-1.14046,3.52827784859309,3.54712350415391,0.659996388510561,-0.228277848593088,-0.24712350415391,0.911614958115906
"1","37","1",47,2,2,2,4,2,2,-1.140457,-1.619356,-1.136523,-1.545553,-0.5273642,-0.9000649,-1.113883,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.8,21,"0","0","1","0","1","0","0",80.76923,4,26,"1","0",0.8278397,0,-1.14046,3.98433309391188,4.00353800054307,0.634427290688594,0.0156669060881196,-0.00353800054306763,0.953973365956687
"1","37","1",47,2,2,2,4,2,2,-1.140457,-1.619356,-1.136523,-1.545553,-0.5273642,-0.9000649,-1.113883,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.4,13,"0","0","1","0","0","0","0",81.25,3.8,16,"1","0",0.8278397,0,-1.14046,3.61948889765685,3.63840640343174,0.671756738111845,0.180511102343154,0.161593596568258,0.892030269501029
"1","37","1",47,2,2,2,4,2,2,-1.140457,-1.619356,-1.136523,-1.545553,-0.5273642,-0.9000649,-1.113883,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.2,13,"0","0","1","0","0","0","0",81.25,4.2,16,"1","0",0.8278397,0,-1.14046,4.34917729016692,4.36866959765439,0.59540943781423,-0.149177290166915,-0.168669597654394,1.01833784110158
"1","37","1",47,2,2,2,4,2,2,-1.140457,-1.619356,-1.136523,-1.545553,-0.5273642,-0.9000649,-1.113883,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.8,12,"0","0","1","0","0","0","0",92.30769,4,13,"1","0",0.8278397,0,-1.14046,3.98433309391188,4.00353800054307,0.634427290688594,0.0156669060881196,-0.00353800054306763,0.953973365956687
"1","37","1",47,2,2,2,4,2,2,-1.140457,-1.619356,-1.136523,-1.545553,-0.5273642,-0.9000649,-1.113883,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.5,14,"0","0","1","0","1","0","0",100,3.8,14,"1","0",0.8278397,0,-1.14046,3.7106999467206,3.72968930270957,0.66026302268894,0.0893000532793953,0.0703106972904268,0.911171777574015
"1","37","1",47,2,2,2,4,2,2,-1.140457,-1.619356,-1.136523,-1.545553,-0.5273642,-0.9000649,-1.113883,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.3,15,"0","0","1","0","0","0","0",88.23529,3.3,17,"1","0",0.8278397,0,-1.14046,3.52827784859309,3.54712350415391,0.659996388510561,-0.228277848593088,-0.24712350415391,0.911614958115906
"1","38","0",62,5,3,2,3,3,2,-0.8161172,-0.1878249,-0.6050149,-1.545553,-1.131904,-0.3125226,-1.113883,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",4.3,13,"0","1","1","0","1","0","0",86.66666,4.7,15,"1","0",1.413386,0,-0.816117,4.40721422461925,4.40798333557708,0.845918360199522,0.292785775380746,0.292016664422917,0.578502247149692
"1","38","0",62,5,3,2,3,3,2,-0.8161172,-0.1878249,-0.6050149,-1.545553,-1.131904,-0.3125226,-1.113883,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.1,7,"0","1","1","0","0","0","0",70,4.4,10,"1","0",1.413386,0,-0.816117,4.22479212649174,4.22541753702142,0.85113957393845,0.175207873508263,0.17458246297858,0.567766064816582
"1","39","0",60,6,4,4,4,2,2,-0.4837456,0.2893519,-0.0735065,-0.5770065,-0.5273642,-0.9000649,-1.113883,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",4.5,12,"0","0","1","0","1","0","0",75,4.8,16,"1","0",1.346971,0,-0.483746,4.59631087639258,4.59747835564677,0.810306749097648,0.203689123607417,0.202521644353234,0.648602189968074
"1","39","0",60,6,4,4,4,2,2,-0.4837456,0.2893519,-0.0735065,-0.5770065,-0.5273642,-0.9000649,-1.113883,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",4.5,11,"0","0","1","0","1","0","0",78.57143,4.6,14,"1","0",1.346971,0,-0.483746,4.59631087639258,4.59747835564677,0.803795817864896,0.00368912360741724,0.00252164435323365,0.660923596091737
"1","39","0",60,6,4,4,4,2,2,-0.4837456,0.2893519,-0.0735065,-0.5770065,-0.5273642,-0.9000649,-1.113883,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",4.6,8,"0","0","1","0","1","0","0",66.66666,4.6,12,"1","0",1.346971,0,-0.483746,4.68752192545634,4.6887612549246,0.7955181877128,-0.0875219254563406,-0.0887612549245969,0.676404565654153
"1","39","0",60,6,4,4,4,2,2,-0.4837456,0.2893519,-0.0735065,-0.5770065,-0.5273642,-0.9000649,-1.113883,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.4,24,"0","0","1","0","1","0","0",61.53846,4.8,39,"1","0",1.346971,0,-0.483746,4.50509982732882,4.50619545636893,0.818122592612975,0.294900172671176,0.293804543631066,0.633629363095755
"1","39","0",60,6,4,4,4,2,2,-0.4837456,0.2893519,-0.0735065,-0.5770065,-0.5273642,-0.9000649,-1.113883,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.1,15,"0","0","1","0","1","0","0",42.85714,4.4,35,"1","0",1.346971,0,-0.483746,4.23146668013755,4.23234675853544,0.828505632530742,0.168533319862453,0.167653241464562,0.613403038255637
"1","39","0",60,6,4,4,4,2,2,-0.4837456,0.2893519,-0.0735065,-0.5770065,-0.5273642,-0.9000649,-1.113883,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.5,31,"0","0","1","0","0","0","0",68.88889,4.7,45,"1","0",1.346971,0,-0.483746,4.59631087639258,4.59747835564677,0.807072183254494,0.103689123607418,0.102521644353234,0.654739899960692
"1","39","0",60,6,4,4,4,2,2,-0.4837456,0.2893519,-0.0735065,-0.5770065,-0.5273642,-0.9000649,-1.113883,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.3,36,"0","0","1","1","0","0","0",80,4.7,45,"1","0",1.346971,0,-0.483746,4.41388877826506,4.4149125570911,0.822655955749489,0.286111221734935,0.285087442908898,0.624847505337395
"0","41","0",42,3,3,5,4,3,6,-0.3261277,-1.142179,-0.6050149,-0.092733,-0.5273642,-0.3125226,0.723047,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.4,14,"0","0","1","0","0","0","0",100,4.3,14,"1","0",1.939639,0,-0.326128,4.56841358275471,4.56323223763442,0.470707915203857,-0.268413582754712,-0.263232237634424,-1.12802026074677
"0","41","0",42,3,3,5,4,3,6,-0.3261277,-1.142179,-0.6050149,-0.092733,-0.5273642,-0.3125226,0.723047,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.9,13,"0","0","1","0","0","0","0",92.85714,4.9,14,"1","0",1.939639,0,-0.326128,5.0244688280735,5.01964673402358,0.437766675250903,-0.124468828073504,-0.119646734023581,-1.07316200701887
"0","41","0",42,3,3,5,4,3,6,-0.3261277,-1.142179,-0.6050149,-0.092733,-0.5273642,-0.3125226,0.723047,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.7,12,"0","0","1","0","0","0","0",100,4.4,12,"1","0",1.939639,0,-0.326128,4.84204672994599,4.83708093546792,0.437474192362767,-0.442046729945988,-0.437080935467917,-1.07267727272657
"0","41","0",42,3,3,5,4,3,6,-0.3261277,-1.142179,-0.6050149,-0.092733,-0.5273642,-0.3125226,0.723047,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.6,13,"0","0","1","0","0","0","0",86.66666,4.7,15,"1","0",1.939639,0,-0.326128,4.75083568088223,4.74579803619009,0.465798041752266,-0.0508356808822281,-0.045798036190086,-1.11980472632986
"1","42","0",35,2,4,7,6,6,4,0.1865589,-1.619356,-0.0735065,0.8758139,0.6817153,1.450104,-0.1954181,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.8,21,"0","0","1","1","0","0","0",91.30434,4.8,23,"1","0",5.791667,0.186559,0,4.96774523569366,4.9579423224055,0.308062710671214,-0.167745235693657,-0.157942322405497,1.5345695882938
"1","42","0",35,2,4,7,6,6,4,0.1865589,-1.619356,-0.0735065,0.8758139,0.6817153,1.450104,-0.1954181,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",4.2,49,"0","0","1","0","1","0","0",85.96491,4.5,57,"1","0",5.791667,0.186559,0,4.4204789413111,4.41024492673851,0.36311575148135,0.0795210586888953,0.0897550732614913,1.42339988825538
"1","42","0",35,2,4,7,6,6,4,0.1865589,-1.619356,-0.0735065,0.8758139,0.6817153,1.450104,-0.1954181,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.6,44,"0","0","1","1","0","0","0",88,4.7,50,"1","0",5.791667,0.186559,0,4.78532313756614,4.77537652384983,0.325908308468349,-0.0853231375661387,-0.0753765238498341,1.49742392096836
"0","43","0",39,8,8,8,9,7,9,1.881674,1.243706,2.052527,1.360087,2.495334,2.037647,2.100744,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.7,18,"1","0","1","0","0","0","0",78.26087,4.7,23,"0","0",1.157145,1.88167,0,4.84335918033285,4.84117908981937,0.212853725634519,-0.143359180332848,-0.141179089819365,-0.691868751427255
"0","43","0",39,8,8,8,9,7,9,1.881674,1.243706,2.052527,1.360087,2.495334,2.037647,2.100744,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.6,20,"1","0","1","0","0","0","0",86.95652,4.6,23,"0","0",1.157145,1.88167,0,4.75214813126909,4.74989619054153,0.218054205498008,-0.152148131269088,-0.149896190541535,-0.701384142011981
"0","43","0",39,8,8,8,9,7,9,1.881674,1.243706,2.052527,1.360087,2.495334,2.037647,2.100744,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",3.6,27,"1","0","1","1","1","0","0",96.42857,3.6,28,"0","0",1.157145,1.88167,0,3.8400376406315,3.83706719776322,0.275006060337018,-0.240037640631503,-0.237067197763219,-0.801987510186962
"1","44","0",49,7,6,6,5,6,9,0.9626006,0.7665288,0.9895102,0.3915404,0.0771755,1.450104,2.100744,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",3.9,27,"0","1","1","0","1","0","0",64.28571,4.1,42,"1","0",2.682287,0.962601,0,4.09038722143761,4.08789167830688,0.665740902153389,0.0096127785623894,0.0121083216931188,0.902058445935219
"1","44","0",49,7,6,6,5,6,9,0.9626006,0.7665288,0.9895102,0.3915404,0.0771755,1.450104,2.100744,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",4,49,"0","1","1","0","1","0","0",85.96491,4,57,"1","0",2.682287,0.962601,0,4.18159827050137,4.17917457758471,0.64939975320219,-0.181598270501369,-0.179174577584712,0.92920051587718
"1","45","0",61,4,5,5,6,4,5,0.1534694,-0.6650018,0.4580018,-0.092733,0.6817153,0.2750198,0.2638144,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.4,31,"0","1","1","0","0","0","0",81.57895,4.6,38,"1","0",1.129245,0.153469,0,4.50107898344364,4.50273084561193,0.824351336588642,0.098921016556357,0.0972691543880746,0.62154398169617
"1","45","0",61,4,5,5,6,4,5,0.1534694,-0.6650018,0.4580018,-0.092733,0.6817153,0.2750198,0.2638144,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",4.5,19,"0","1","1","1","1","0","0",86.36364,4.8,22,"1","0",1.129245,0.153469,0,4.5922900325074,4.59401374488976,0.822919138794829,0.207709967492598,0.205986255110244,0.624335382467177
"1","45","0",61,4,5,5,6,4,5,0.1534694,-0.6650018,0.4580018,-0.092733,0.6817153,0.2750198,0.2638144,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.4,27,"0","1","1","0","0","0","0",62.7907,4.6,43,"1","0",1.129245,0.153469,0,4.50107898344364,4.50273084561193,0.824351336588642,0.098921016556357,0.0972691543880746,0.62154398169617
"0","46","0",33,7,7,8,7,6,7,1.261046,0.7665288,1.521019,1.360087,1.286255,1.450104,1.182279,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",3,12,"0","1","1","0","1","0","0",92.30769,3.1,13,"1","0",0.3645249,1.26105,0,3.31801776840666,3.31645314455787,0.400599138166564,-0.218017768406658,-0.216453144557867,-1.01175558933343
"0","46","0",33,7,7,8,7,6,7,1.261046,0.7665288,1.521019,1.360087,1.286255,1.450104,1.182279,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",3.7,13,"0","1","1","0","1","0","0",86.66666,3.7,15,"1","0",0.3645249,1.26105,0,3.95649511185297,3.95543343950269,0.345416773961576,-0.256495111852968,-0.255433439502688,-0.920604738195195
"1","48","0",56,4,2,4,6,4,3,-0.3460746,-0.6650018,-1.136523,-0.5770065,0.6817153,0.2750198,-0.6546507,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",3.6,16,"1","1","1","0","1","0","0",80,3.9,20,"1","0",2.317183,0,-0.346075,3.78492616269473,3.78349502725474,0.628444568165897,0.115073837305271,0.116504972745261,0.963854192160423
"1","48","0",56,4,2,4,6,4,3,-0.3460746,-0.6650018,-1.136523,-0.5770065,0.6817153,0.2750198,-0.6546507,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",3.1,17,"1","1","1","0","1","0","0",73.91304,3.2,23,"1","0",2.317183,0,-0.346075,3.32887091737594,3.32708053086558,0.654204037565799,-0.128870917375936,-0.127080530865581,0.921233946548081
"0","49","0",50,5,2,3,4,2,3,-0.744618,-0.1878249,-1.136523,-1.06128,-0.5273642,-0.9000649,-0.6546507,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",3.8,24,"1","0","1","1","1","0","1",75,4.2,32,"0","0",0.6433402,0,-0.744618,3.98335497509379,3.98152227799178,0.494860598966609,0.216645024906213,0.218477722008223,-1.16869230009356
"0","49","0",50,5,2,3,4,2,3,-0.744618,-0.1878249,-1.136523,-1.06128,-0.5273642,-0.9000649,-0.6546507,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",4.7,14,"1","0","1","1","1","0","1",66.66666,4.7,21,"0","0",0.6433402,0,-0.744618,4.80425441666762,4.80306837149226,0.405863287208529,-0.104254416667615,-0.10306837149226,-1.02043699451438
